timestamp,mae,r2
2026-03-19 15:43,0.6086,0.5238
2026-03-19 15:50,0.6086,0.5238
2026-03-19 15:52,0.6086,0.5238
2026-03-19 15:56,0.6138,0.5215
2026-03-19 15:58,0.6138,0.5215
